Country,Admin 1,Admin 2,Market Name,Commodity,Price Type,Price Date,Collection Frequency,Price,Unit,Currency,Data Source,Trend,Pewi,ALPS Phase,Data Type,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-02-21,Weekly,181.2222,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-03-21,Weekly,181.823517,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-04-21,Weekly,190.27273,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-05-21,Weekly,191.499999,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-06-21,Weekly,197.692308,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-07-21,Weekly,200,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-08-21,Weekly,200,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-09-21,Weekly,200,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-10-21,Weekly,202.5,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-11-21,Weekly,225,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-12-21,Weekly,217.5,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Oil (vegetable),Retail,15-01-22,Weekly,225,L,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-02-21,Weekly,100.7407,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-03-21,Weekly,88.841911,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-04-21,Weekly,95.303011,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-05-21,Weekly,98.177759,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-06-21,Weekly,98.3333,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-07-21,Weekly,100,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-08-21,Weekly,98.541637,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-09-21,Weekly,98.3333,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-10-21,Weekly,100,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-11-21,Weekly,100,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-12-21,Weekly,100,KG,KES,WFP,,,,Aggregated,,,
Kenya,Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,15-01-22,Weekly,100,KG,KES,WFP,,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Beans,Retail,15-12-23,Monthly,200,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Beans,Retail,15-03-24,Monthly,180,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Beans,Retail,15-06-24,Monthly,168,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Beans,Retail,15-09-24,Monthly,170,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Kale,Retail,15-12-23,Monthly,153,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Kale,Retail,15-03-24,Monthly,160,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,"Maize (white, dry)",Retail,15-12-23,Monthly,137,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,"Maize (white, dry)",Retail,15-03-24,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,"Maize (white, dry)",Retail,15-06-24,Monthly,70,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Maize flour (white),Retail,15-12-23,Monthly,127,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Maize flour (white),Retail,15-03-24,Monthly,103,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Maize flour (white),Retail,15-06-24,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Maize flour (white),Retail,15-09-24,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,Maize flour (white),Retail,15-12-24,Monthly,93.5,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,15-12-23,Monthly,350,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,15-03-24,Monthly,340,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,15-06-24,Monthly,300,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,15-09-24,Monthly,293,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,15-12-24,Monthly,327,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,Beans,Retail,15-12-23,Monthly,150,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,Beans,Retail,15-03-24,Monthly,150,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,Beans,Retail,15-06-24,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,Kale,Retail,15-12-23,Monthly,93,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,Kale,Retail,15-03-24,Monthly,50,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,Kale,Retail,15-06-24,Monthly,50,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,"Maize (white, dry)",Retail,15-12-23,Monthly,80,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,"Maize (white, dry)",Retail,15-03-24,Monthly,40,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,Maize flour (white),Retail,15-12-23,Monthly,103,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,Maize flour (white),Retail,15-03-24,Monthly,93,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,Maize flour (white),Retail,15-06-24,Monthly,87,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,"Oil (vegetable, fortified)",Retail,15-12-23,Monthly,300,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,"Oil (vegetable, fortified)",Retail,15-03-24,Monthly,253,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dirib,"Oil (vegetable, fortified)",Retail,15-06-24,Monthly,280,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,Beans,Retail,15-12-23,Monthly,127,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,Beans,Retail,15-03-24,Monthly,107,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,Beans,Retail,15-06-24,Monthly,123,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,Kale,Retail,15-12-23,Monthly,60,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,Kale,Retail,15-03-24,Monthly,53,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,Kale,Retail,15-06-24,Monthly,57,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,"Maize (white, dry)",Retail,15-12-23,Monthly,67,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,"Maize (white, dry)",Retail,15-03-24,Monthly,50,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,"Maize (white, dry)",Retail,15-06-24,Monthly,50,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,Maize flour (white),Retail,15-12-23,Monthly,85,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,Maize flour (white),Retail,15-03-24,Monthly,77,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,Maize flour (white),Retail,15-06-24,Monthly,80,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,"Oil (vegetable, fortified)",Retail,15-12-23,Monthly,340,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,"Oil (vegetable, fortified)",Retail,15-03-24,Monthly,277,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Marsabit,Dub Goba,"Oil (vegetable, fortified)",Retail,15-06-24,Monthly,260,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Coast,Kilifi,Dzikunze,Maize flour (white),Retail,15-12-24,Monthly,73,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Coast,Kilifi,Dzikunze,"Oil (vegetable, fortified)",Retail,15-12-24,Monthly,300,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Mandera,El Wak,Beans,Retail,15-03-24,Monthly,200,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Mandera,El Wak,Beans,Retail,15-06-24,Monthly,157,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Mandera,El Wak,Maize flour (white),Retail,15-03-24,Monthly,120,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Mandera,El Wak,Maize flour (white),Retail,15-06-24,Monthly,103,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Mandera,El Wak,"Oil (vegetable, fortified)",Retail,15-03-24,Monthly,265,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Mandera,El Wak,"Oil (vegetable, fortified)",Retail,15-06-24,Monthly,257,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Beans,Retail,15-12-23,Monthly,213,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Beans,Retail,15-03-24,Monthly,200,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Beans,Retail,15-06-24,Monthly,163,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Beans,Retail,15-09-24,Monthly,188,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Beans,Retail,15-09-25,Monthly,150,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Kale,Retail,15-12-23,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Kale,Retail,15-03-24,Monthly,127,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Kale,Retail,15-12-24,Monthly,55,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Kale,Retail,15-09-25,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,15-12-23,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,15-03-24,Monthly,103,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,15-06-24,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,15-09-24,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,15-09-25,Monthly,95,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Maize flour (white),Retail,15-12-23,Monthly,145,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Maize flour (white),Retail,15-03-24,Monthly,106,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Maize flour (white),Retail,15-06-24,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Maize flour (white),Retail,15-09-24,Monthly,105,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Maize flour (white),Retail,15-12-24,Monthly,108,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,Maize flour (white),Retail,15-09-25,Monthly,80,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,15-12-23,Monthly,350,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,15-03-24,Monthly,333,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,15-06-24,Monthly,320,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,15-12-24,Monthly,294,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,15-09-25,Monthly,305,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,Beans,Retail,15-12-23,Monthly,200,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,Beans,Retail,15-03-24,Monthly,185,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,Beans,Retail,15-06-24,Monthly,176.5,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,Beans,Retail,15-09-24,Monthly,160,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,"Maize (white, dry)",Retail,15-12-23,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,"Maize (white, dry)",Retail,15-03-24,Monthly,107,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,"Maize (white, dry)",Retail,15-06-24,Monthly,86,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,"Maize (white, dry)",Retail,15-09-24,Monthly,110,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,Maize flour (white),Retail,15-12-23,Monthly,140,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,Maize flour (white),Retail,15-03-24,Monthly,120,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,Maize flour (white),Retail,15-06-24,Monthly,96,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,Maize flour (white),Retail,15-09-24,Monthly,93,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,Maize flour (white),Retail,15-12-24,Monthly,108,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,15-12-23,Monthly,325,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,15-03-24,Monthly,323,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,15-06-24,Monthly,310,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,15-09-24,Monthly,275,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,15-12-24,Monthly,315,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Beans,Retail,15-03-24,Monthly,200,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Beans,Retail,15-06-24,Monthly,167,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Beans,Retail,15-09-24,Monthly,130,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Beans,Retail,15-03-25,Monthly,180,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Beans,Retail,15-06-25,Monthly,125,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Kale,Retail,15-03-24,Monthly,120,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Kale,Retail,15-03-25,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Kale,Retail,15-06-25,Monthly,67,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,15-03-24,Monthly,147,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,15-06-24,Monthly,90,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,15-09-24,Monthly,90,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,15-03-25,Monthly,145,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,15-06-25,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,15-03-24,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,15-06-24,Monthly,88,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,15-09-24,Monthly,83,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,15-12-24,Monthly,100,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,15-03-25,Monthly,112.5,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,15-06-25,Monthly,93,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,15-03-24,Monthly,278,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,15-06-24,Monthly,279,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,15-09-24,Monthly,247,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,15-12-24,Monthly,300,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,15-03-25,Monthly,363,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,15-06-25,Monthly,293,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Makueni,Emali,Beans,Retail,15-03-24,Monthly,155,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Makueni,Emali,Kale,Retail,15-03-24,Monthly,76,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Makueni,Emali,"Maize (white, dry)",Retail,15-03-24,Monthly,53,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Makueni,Emali,Maize flour (white),Retail,15-03-24,Monthly,81,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Eastern,Makueni,Emali,"Oil (vegetable, fortified)",Retail,15-03-24,Monthly,243,L,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans,Retail,15-09-24,Monthly,127,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans,Retail,15-09-25,Monthly,150,KG,KES,Joint Market Monitoring Initiative (JMMI),,,,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,15-02-21,Weekly,112.5,KG,KES,WFP,106.2296,0.3735,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,15-03-21,Weekly,114.166666,KG,KES,WFP,114.567,-0.0238,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,15-04-21,Weekly,105.526317,KG,KES,WFP,121.9693,-0.9795,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,15-05-21,Weekly,100,KG,KES,WFP,97.6272,0.1413,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,15-06-21,Weekly,111.764704,KG,KES,WFP,112.9587,-0.0711,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,15-07-21,Weekly,112.941179,KG,KES,WFP,129.4409,-0.9829,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,15-08-21,Weekly,104.666666,KG,KES,WFP,107.9478,-0.1955,Normal,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,15-09-21,Weekly,112.133325,KG,KES,WFP,104.1812,0.4737,Stress,Aggregated,,,
Kenya,Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,15-10-21,Weekly,114.000004,KG,KES,WFP,118.1272,-0.2459,Normal,Aggregated,,,
