admin_1,admin_2,market_name,commodity,price_type,price_date,price,unit,year_month
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-03-15,88.841911,KG,2021-03
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-04-15,95.303011,KG,2021-04
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-05-15,98.177759,KG,2021-05
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-06-15,98.3333,KG,2021-06
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-07-15,100.0,KG,2021-07
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-08-15,98.541637,KG,2021-08
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-09-15,98.3333,KG,2021-09
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-10-15,100.0,KG,2021-10
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-11-15,100.0,KG,2021-11
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2021-12-15,100.0,KG,2021-12
Nairobi,Nairobi,Dandora (Nairobi),Rice,Retail,2022-01-15,100.0,KG,2022-01
North Eastern,Garissa,Dertu,Beans,Retail,2023-12-15,200.0,KG,2023-12
North Eastern,Garissa,Dertu,Beans,Retail,2024-03-15,180.0,KG,2024-03
North Eastern,Garissa,Dertu,Beans,Retail,2024-06-15,168.0,KG,2024-06
North Eastern,Garissa,Dertu,Beans,Retail,2024-09-15,170.0,KG,2024-09
North Eastern,Garissa,Dertu,Kale,Retail,2023-12-15,153.0,KG,2023-12
North Eastern,Garissa,Dertu,Kale,Retail,2024-03-15,160.0,KG,2024-03
North Eastern,Garissa,Dertu,"Maize (white, dry)",Retail,2023-12-15,137.0,KG,2023-12
North Eastern,Garissa,Dertu,"Maize (white, dry)",Retail,2024-03-15,100.0,KG,2024-03
North Eastern,Garissa,Dertu,"Maize (white, dry)",Retail,2024-06-15,70.0,KG,2024-06
North Eastern,Garissa,Dertu,Maize flour (white),Retail,2023-12-15,127.0,KG,2023-12
North Eastern,Garissa,Dertu,Maize flour (white),Retail,2024-03-15,103.0,KG,2024-03
North Eastern,Garissa,Dertu,Maize flour (white),Retail,2024-06-15,100.0,KG,2024-06
North Eastern,Garissa,Dertu,Maize flour (white),Retail,2024-09-15,100.0,KG,2024-09
North Eastern,Garissa,Dertu,Maize flour (white),Retail,2024-12-15,93.5,KG,2024-12
North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,2023-12-15,350.0,L,2023-12
North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,2024-03-15,340.0,L,2024-03
North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,2024-06-15,300.0,L,2024-06
North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,2024-09-15,293.0,L,2024-09
North Eastern,Garissa,Dertu,"Oil (vegetable, fortified)",Retail,2024-12-15,327.0,L,2024-12
Eastern,Marsabit,Dirib,Beans,Retail,2023-12-15,150.0,KG,2023-12
Eastern,Marsabit,Dirib,Beans,Retail,2024-03-15,150.0,KG,2024-03
Eastern,Marsabit,Dirib,Beans,Retail,2024-06-15,100.0,KG,2024-06
Eastern,Marsabit,Dirib,Kale,Retail,2023-12-15,93.0,KG,2023-12
Eastern,Marsabit,Dirib,Kale,Retail,2024-03-15,50.0,KG,2024-03
Eastern,Marsabit,Dirib,Kale,Retail,2024-06-15,50.0,KG,2024-06
Eastern,Marsabit,Dirib,"Maize (white, dry)",Retail,2023-12-15,80.0,KG,2023-12
Eastern,Marsabit,Dirib,"Maize (white, dry)",Retail,2024-03-15,40.0,KG,2024-03
Eastern,Marsabit,Dirib,Maize flour (white),Retail,2023-12-15,103.0,KG,2023-12
Eastern,Marsabit,Dirib,Maize flour (white),Retail,2024-03-15,93.0,KG,2024-03
Eastern,Marsabit,Dirib,Maize flour (white),Retail,2024-06-15,87.0,KG,2024-06
Eastern,Marsabit,Dirib,"Oil (vegetable, fortified)",Retail,2023-12-15,300.0,L,2023-12
Eastern,Marsabit,Dirib,"Oil (vegetable, fortified)",Retail,2024-03-15,253.0,L,2024-03
Eastern,Marsabit,Dirib,"Oil (vegetable, fortified)",Retail,2024-06-15,280.0,L,2024-06
Eastern,Marsabit,Dub Goba,Beans,Retail,2023-12-15,127.0,KG,2023-12
Eastern,Marsabit,Dub Goba,Beans,Retail,2024-03-15,107.0,KG,2024-03
Eastern,Marsabit,Dub Goba,Beans,Retail,2024-06-15,123.0,KG,2024-06
Eastern,Marsabit,Dub Goba,Kale,Retail,2023-12-15,60.0,KG,2023-12
Eastern,Marsabit,Dub Goba,Kale,Retail,2024-03-15,53.0,KG,2024-03
Eastern,Marsabit,Dub Goba,Kale,Retail,2024-06-15,57.0,KG,2024-06
Eastern,Marsabit,Dub Goba,"Maize (white, dry)",Retail,2023-12-15,67.0,KG,2023-12
Eastern,Marsabit,Dub Goba,"Maize (white, dry)",Retail,2024-03-15,50.0,KG,2024-03
Eastern,Marsabit,Dub Goba,"Maize (white, dry)",Retail,2024-06-15,50.0,KG,2024-06
Eastern,Marsabit,Dub Goba,Maize flour (white),Retail,2023-12-15,85.0,KG,2023-12
Eastern,Marsabit,Dub Goba,Maize flour (white),Retail,2024-03-15,77.0,KG,2024-03
Eastern,Marsabit,Dub Goba,Maize flour (white),Retail,2024-06-15,80.0,KG,2024-06
Eastern,Marsabit,Dub Goba,"Oil (vegetable, fortified)",Retail,2023-12-15,340.0,L,2023-12
Eastern,Marsabit,Dub Goba,"Oil (vegetable, fortified)",Retail,2024-03-15,277.0,L,2024-03
Eastern,Marsabit,Dub Goba,"Oil (vegetable, fortified)",Retail,2024-06-15,260.0,L,2024-06
Coast,Kilifi,Dzikunze,Maize flour (white),Retail,2024-12-15,73.0,KG,2024-12
Coast,Kilifi,Dzikunze,"Oil (vegetable, fortified)",Retail,2024-12-15,300.0,L,2024-12
North Eastern,Mandera,El Wak,Beans,Retail,2024-03-15,200.0,KG,2024-03
North Eastern,Mandera,El Wak,Beans,Retail,2024-06-15,157.0,KG,2024-06
North Eastern,Mandera,El Wak,Maize flour (white),Retail,2024-03-15,120.0,KG,2024-03
North Eastern,Mandera,El Wak,Maize flour (white),Retail,2024-06-15,103.0,KG,2024-06
North Eastern,Mandera,El Wak,"Oil (vegetable, fortified)",Retail,2024-03-15,265.0,L,2024-03
North Eastern,Mandera,El Wak,"Oil (vegetable, fortified)",Retail,2024-06-15,257.0,L,2024-06
North Eastern,Wajir,Eldas,Beans,Retail,2023-12-15,213.0,KG,2023-12
North Eastern,Wajir,Eldas,Beans,Retail,2024-03-15,200.0,KG,2024-03
North Eastern,Wajir,Eldas,Beans,Retail,2024-06-15,163.0,KG,2024-06
North Eastern,Wajir,Eldas,Beans,Retail,2024-09-15,188.0,KG,2024-09
North Eastern,Wajir,Eldas,Beans,Retail,2025-09-15,150.0,KG,2025-09
North Eastern,Wajir,Eldas,Kale,Retail,2023-12-15,100.0,KG,2023-12
North Eastern,Wajir,Eldas,Kale,Retail,2024-03-15,127.0,KG,2024-03
North Eastern,Wajir,Eldas,Kale,Retail,2024-12-15,55.0,KG,2024-12
North Eastern,Wajir,Eldas,Kale,Retail,2025-09-15,100.0,KG,2025-09
North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,2023-12-15,100.0,KG,2023-12
North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,2024-03-15,103.0,KG,2024-03
North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,2024-06-15,100.0,KG,2024-06
North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,2024-09-15,100.0,KG,2024-09
North Eastern,Wajir,Eldas,"Maize (white, dry)",Retail,2025-09-15,95.0,KG,2025-09
North Eastern,Wajir,Eldas,Maize flour (white),Retail,2023-12-15,145.0,KG,2023-12
North Eastern,Wajir,Eldas,Maize flour (white),Retail,2024-03-15,106.0,KG,2024-03
North Eastern,Wajir,Eldas,Maize flour (white),Retail,2024-06-15,100.0,KG,2024-06
North Eastern,Wajir,Eldas,Maize flour (white),Retail,2024-09-15,105.0,KG,2024-09
North Eastern,Wajir,Eldas,Maize flour (white),Retail,2024-12-15,108.0,KG,2024-12
North Eastern,Wajir,Eldas,Maize flour (white),Retail,2025-09-15,80.0,KG,2025-09
North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,2023-12-15,350.0,L,2023-12
North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,2024-03-15,333.0,L,2024-03
North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,2024-06-15,320.0,L,2024-06
North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,2024-12-15,294.0,L,2024-12
North Eastern,Wajir,Eldas,"Oil (vegetable, fortified)",Retail,2025-09-15,305.0,L,2025-09
Rift Valley,Turkana,Elelea,Beans,Retail,2023-12-15,200.0,KG,2023-12
Rift Valley,Turkana,Elelea,Beans,Retail,2024-03-15,185.0,KG,2024-03
Rift Valley,Turkana,Elelea,Beans,Retail,2024-06-15,176.5,KG,2024-06
Rift Valley,Turkana,Elelea,Beans,Retail,2024-09-15,160.0,KG,2024-09
Rift Valley,Turkana,Elelea,"Maize (white, dry)",Retail,2023-12-15,100.0,KG,2023-12
Rift Valley,Turkana,Elelea,"Maize (white, dry)",Retail,2024-03-15,107.0,KG,2024-03
Rift Valley,Turkana,Elelea,"Maize (white, dry)",Retail,2024-06-15,86.0,KG,2024-06
Rift Valley,Turkana,Elelea,"Maize (white, dry)",Retail,2024-09-15,110.0,KG,2024-09
Rift Valley,Turkana,Elelea,Maize flour (white),Retail,2023-12-15,140.0,KG,2023-12
Rift Valley,Turkana,Elelea,Maize flour (white),Retail,2024-03-15,120.0,KG,2024-03
Rift Valley,Turkana,Elelea,Maize flour (white),Retail,2024-06-15,96.0,KG,2024-06
Rift Valley,Turkana,Elelea,Maize flour (white),Retail,2024-09-15,93.0,KG,2024-09
Rift Valley,Turkana,Elelea,Maize flour (white),Retail,2024-12-15,108.0,KG,2024-12
Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,2023-12-15,325.0,L,2023-12
Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,2024-03-15,323.0,L,2024-03
Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,2024-06-15,310.0,L,2024-06
Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,2024-09-15,275.0,L,2024-09
Rift Valley,Turkana,Elelea,"Oil (vegetable, fortified)",Retail,2024-12-15,315.0,L,2024-12
Rift Valley,Turkana,Eliye Centre,Beans,Retail,2024-03-15,200.0,KG,2024-03
Rift Valley,Turkana,Eliye Centre,Beans,Retail,2024-06-15,167.0,KG,2024-06
Rift Valley,Turkana,Eliye Centre,Beans,Retail,2024-09-15,130.0,KG,2024-09
Rift Valley,Turkana,Eliye Centre,Beans,Retail,2025-03-15,180.0,KG,2025-03
Rift Valley,Turkana,Eliye Centre,Beans,Retail,2025-06-15,125.0,KG,2025-06
Rift Valley,Turkana,Eliye Centre,Kale,Retail,2024-03-15,120.0,KG,2024-03
Rift Valley,Turkana,Eliye Centre,Kale,Retail,2025-03-15,100.0,KG,2025-03
Rift Valley,Turkana,Eliye Centre,Kale,Retail,2025-06-15,67.0,KG,2025-06
Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,2024-03-15,147.0,KG,2024-03
Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,2024-06-15,90.0,KG,2024-06
Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,2024-09-15,90.0,KG,2024-09
Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,2025-03-15,145.0,KG,2025-03
Rift Valley,Turkana,Eliye Centre,"Maize (white, dry)",Retail,2025-06-15,100.0,KG,2025-06
Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,2024-03-15,100.0,KG,2024-03
Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,2024-06-15,88.0,KG,2024-06
Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,2024-09-15,83.0,KG,2024-09
Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,2024-12-15,100.0,KG,2024-12
Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,2025-03-15,112.5,KG,2025-03
Rift Valley,Turkana,Eliye Centre,Maize flour (white),Retail,2025-06-15,93.0,KG,2025-06
Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,2024-03-15,278.0,L,2024-03
Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,2024-06-15,279.0,L,2024-06
Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,2024-09-15,247.0,L,2024-09
Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,2024-12-15,300.0,L,2024-12
Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,2025-03-15,363.0,L,2025-03
Rift Valley,Turkana,Eliye Centre,"Oil (vegetable, fortified)",Retail,2025-06-15,293.0,L,2025-06
Eastern,Makueni,Emali,Beans,Retail,2024-03-15,155.0,KG,2024-03
Eastern,Makueni,Emali,Kale,Retail,2024-03-15,76.0,KG,2024-03
Eastern,Makueni,Emali,"Maize (white, dry)",Retail,2024-03-15,53.0,KG,2024-03
Eastern,Makueni,Emali,Maize flour (white),Retail,2024-03-15,81.0,KG,2024-03
Eastern,Makueni,Emali,"Oil (vegetable, fortified)",Retail,2024-03-15,243.0,L,2024-03
Rift Valley,Turkana,Ethiopia (Kakuma),Beans,Retail,2024-09-15,127.0,KG,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),Beans,Retail,2025-09-15,150.0,KG,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-02-15,112.5,KG,2021-02
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-03-15,114.166666,KG,2021-03
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-04-15,105.526317,KG,2021-04
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-05-15,100.0,KG,2021-05
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-06-15,111.764704,KG,2021-06
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-07-15,112.941179,KG,2021-07
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-08-15,104.666666,KG,2021-08
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-09-15,112.133325,KG,2021-09
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-10-15,114.000004,KG,2021-10
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2021-12-15,110.0,KG,2021-12
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2022-01-15,104.375,KG,2022-01
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2022-02-15,105.384617,KG,2022-02
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-01-15,142.5,KG,2023-01
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-02-15,140.0,KG,2023-02
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-04-15,160.0,KG,2023-04
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-05-15,117.5,KG,2023-05
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-06-15,150.0,KG,2023-06
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-07-15,201.874998,KG,2023-07
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-08-15,215.0,KG,2023-08
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-09-15,200.0,KG,2023-09
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-10-15,180.0,KG,2023-10
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-11-15,191.666671,KG,2023-11
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2023-12-15,160.0,KG,2023-12
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-02-15,197.5,KG,2024-02
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-03-15,180.0,KG,2024-03
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-04-15,190.0,KG,2024-04
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-05-15,165.0,KG,2024-05
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-07-15,165.0,KG,2024-07
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-08-15,165.0,KG,2024-08
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-09-15,150.0,KG,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-10-15,150.0,KG,2024-10
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-11-15,150.0,KG,2024-11
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2024-12-15,150.0,KG,2024-12
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2025-02-15,155.0,KG,2025-02
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2025-03-15,175.0,KG,2025-03
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2025-06-15,150.0,KG,2025-06
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2025-08-15,100.0,KG,2025-08
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2025-09-15,136.6667,KG,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2025-10-15,125.0,KG,2025-10
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2025-11-15,118.518543,KG,2025-11
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2025-12-15,130.9342,KG,2025-12
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2026-01-15,131.218,KG,2026-01
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2026-02-15,131.4803,KG,2026-02
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2026-03-15,131.7226,KG,2026-03
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2026-04-15,131.9466,KG,2026-04
Rift Valley,Turkana,Ethiopia (Kakuma),Beans (dry),Retail,2026-05-15,132.1536,KG,2026-05
Rift Valley,Turkana,Ethiopia (Kakuma),Kale,Retail,2021-02-15,10.0,Bunch,2021-02
Rift Valley,Turkana,Ethiopia (Kakuma),Kale,Retail,2024-09-15,70.0,KG,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),Kale,Retail,2024-12-15,90.0,KG,2024-12
Rift Valley,Turkana,Ethiopia (Kakuma),Kale,Retail,2025-09-15,100.0,KG,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-02-15,46.25,KG,2021-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-03-15,47.166666,KG,2021-03
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-04-15,41.842105,KG,2021-04
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-05-15,37.407354,KG,2021-05
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-06-15,41.764704,KG,2021-06
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-07-15,50.0,KG,2021-07
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-08-15,46.888873,KG,2021-08
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-09-15,45.333323,KG,2021-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-10-15,50.0,KG,2021-10
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2021-12-15,50.0,KG,2021-12
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2022-01-15,44.375,KG,2022-01
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2022-02-15,45.384617,KG,2022-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-01-15,75.0,KG,2023-01
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-02-15,70.0,KG,2023-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-04-15,90.0,KG,2023-04
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-05-15,100.0,KG,2023-05
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-06-15,70.0,KG,2023-06
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-07-15,91.875002,KG,2023-07
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-08-15,70.0,KG,2023-08
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-09-15,100.0,KG,2023-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-11-15,70.0,KG,2023-11
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2023-12-15,70.0,KG,2023-12
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-02-15,76.25,KG,2024-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-03-15,50.0,KG,2024-03
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-04-15,50.0,KG,2024-04
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-05-15,51.66665,KG,2024-05
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-07-15,55.0,KG,2024-07
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-08-15,65.0,KG,2024-08
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-09-15,55.0,KG,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-10-15,80.0,KG,2024-10
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-11-15,50.0,KG,2024-11
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2024-12-15,65.0,KG,2024-12
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2025-02-15,60.0,KG,2025-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2025-03-15,75.0,KG,2025-03
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2025-06-15,70.0,KG,2025-06
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2025-08-15,80.0,KG,2025-08
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2025-09-15,70.0,KG,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2025-10-15,52.5,KG,2025-10
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2025-11-15,66.111114,KG,2025-11
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2025-12-15,69.7426,KG,2025-12
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2026-01-15,68.1225,KG,2026-01
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2026-02-15,67.6605,KG,2026-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2026-03-15,66.7114,KG,2026-03
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2026-04-15,66.1557,KG,2026-04
Rift Valley,Turkana,Ethiopia (Kakuma),Maize,Retail,2026-05-15,65.5002,KG,2026-05
Rift Valley,Turkana,Ethiopia (Kakuma),"Maize (white, dry)",Retail,2024-09-15,70.0,KG,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),"Maize (white, dry)",Retail,2025-09-15,77.0,KG,2025-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-02-15,65.41665,KG,2021-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-03-15,64.833333,KG,2021-03
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-04-15,68.157894,KG,2021-04
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-05-15,68.055555,KG,2021-05
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-06-15,63.823528,KG,2021-06
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-07-15,70.0,KG,2021-07
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-08-15,68.833333,KG,2021-08
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-09-15,67.666647,KG,2021-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-10-15,70.0,KG,2021-10
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2021-12-15,70.0,KG,2021-12
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2022-01-15,65.0,KG,2022-01
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2022-02-15,67.692308,KG,2022-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-01-15,102.5,KG,2023-01
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-02-15,103.3333,KG,2023-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-04-15,100.0,KG,2023-04
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-05-15,125.0,KG,2023-05
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-06-15,110.0,KG,2023-06
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-07-15,118.750001,KG,2023-07
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-08-15,110.0,KG,2023-08
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-09-15,100.0,KG,2023-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-10-15,100.0,KG,2023-10
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-11-15,105.833335,KG,2023-11
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2023-12-15,93.3333,KG,2023-12
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-02-15,87.5,KG,2024-02
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-03-15,75.0,KG,2024-03
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-04-15,80.0,KG,2024-04
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-05-15,78.33335,KG,2024-05
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-07-15,70.0,KG,2024-07
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-08-15,95.0,KG,2024-08
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-09-15,80.0,KG,2024-09
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-10-15,76.6667,KG,2024-10
Rift Valley,Turkana,Ethiopia (Kakuma),Maize flour,Retail,2024-11-15,80.0,KG,2024-11
