admin_1,admin_2,market_name,commodity,price_type,price_date,price,unit,year_month
Eastern,Isiolo,Modogashe,"Maize (white, dry)",Retail,2024-06-15,98.0,KG,2024-06
Eastern,Isiolo,Modogashe,"Maize (white, dry)",Retail,2024-09-15,103.0,KG,2024-09
Eastern,Isiolo,Modogashe,Maize flour (white),Retail,2023-12-15,120.0,KG,2023-12
Eastern,Isiolo,Modogashe,Maize flour (white),Retail,2024-03-15,97.0,KG,2024-03
Eastern,Isiolo,Modogashe,Maize flour (white),Retail,2024-06-15,104.0,KG,2024-06
Eastern,Isiolo,Modogashe,Maize flour (white),Retail,2024-09-15,80.0,KG,2024-09
Eastern,Isiolo,Modogashe,Maize flour (white),Retail,2024-12-15,88.25,KG,2024-12
Eastern,Isiolo,Modogashe,"Oil (vegetable, fortified)",Retail,2023-12-15,350.0,L,2023-12
Eastern,Isiolo,Modogashe,"Oil (vegetable, fortified)",Retail,2024-03-15,304.0,L,2024-03
Eastern,Isiolo,Modogashe,"Oil (vegetable, fortified)",Retail,2024-06-15,288.5,L,2024-06
Eastern,Isiolo,Modogashe,"Oil (vegetable, fortified)",Retail,2024-09-15,290.0,L,2024-09
Eastern,Isiolo,Modogashe,"Oil (vegetable, fortified)",Retail,2024-12-15,271.5,L,2024-12
Rift Valley,Turkana,Mogadishu (Kakuma),Beans,Retail,2024-03-15,194.0,KG,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),Beans,Retail,2024-06-15,147.0,KG,2024-06
Rift Valley,Turkana,Mogadishu (Kakuma),Beans,Retail,2024-09-15,157.0,KG,2024-09
Rift Valley,Turkana,Mogadishu (Kakuma),Beans,Retail,2025-03-15,148.0,KG,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2021-02-15,116.666666,KG,2021-02
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2021-03-15,115.0,KG,2021-03
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2021-04-15,116.153849,KG,2021-04
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2021-05-15,100.0,KG,2021-05
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2021-06-15,108.235295,KG,2021-06
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2021-07-15,106.363638,KG,2021-07
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2021-08-15,103.333333,KG,2021-08
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2021-09-15,115.0,KG,2021-09
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2021-12-15,105.0,KG,2021-12
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2022-01-15,117.500002,KG,2022-01
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2022-02-15,100.0,KG,2022-02
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2023-01-15,140.0,KG,2023-01
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2023-02-15,130.0,KG,2023-02
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2023-04-15,170.0,KG,2023-04
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2023-06-15,150.0,KG,2023-06
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2023-07-15,190.0,KG,2023-07
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2023-09-15,160.0,KG,2023-09
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2023-11-15,194.545458,KG,2023-11
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2023-12-15,192.000002,KG,2023-12
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-01-15,185.0,KG,2024-01
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-02-15,200.0,KG,2024-02
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-03-15,200.0,KG,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-04-15,160.0,KG,2024-04
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-05-15,172.5,KG,2024-05
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-07-15,164.0,KG,2024-07
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-09-15,150.0,KG,2024-09
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-10-15,130.0,KG,2024-10
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-11-15,172.5,KG,2024-11
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2024-12-15,152.5,KG,2024-12
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2025-02-15,180.0,KG,2025-02
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2025-03-15,166.6667,KG,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2025-06-15,160.0,KG,2025-06
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2025-08-15,100.0,KG,2025-08
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2025-09-15,146.6667,KG,2025-09
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2025-10-15,150.0,KG,2025-10
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2025-11-15,140.277775,KG,2025-11
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2025-12-15,101.4784,KG,2025-12
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2026-01-15,94.9066,KG,2026-01
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2026-02-15,94.7234,KG,2026-02
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2026-03-15,104.325,KG,2026-03
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2026-04-15,101.9915,KG,2026-04
Rift Valley,Turkana,Mogadishu (Kakuma),Beans (dry),Retail,2026-05-15,103.2906,KG,2026-05
Rift Valley,Turkana,Mogadishu (Kakuma),Kale,Retail,2024-03-15,110.0,KG,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),Kale,Retail,2025-03-15,98.0,KG,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),Kale,Retail,2025-06-15,83.0,KG,2025-06
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2021-02-15,45.0,KG,2021-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2021-03-15,41.666666,KG,2021-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2021-04-15,48.076924,KG,2021-04
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2021-05-15,40.0,KG,2021-05
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2021-06-15,41.764704,KG,2021-06
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2021-07-15,56.363638,KG,2021-07
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2021-08-15,47.5,KG,2021-08
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2021-09-15,45.0,KG,2021-09
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2021-12-15,25.0,KG,2021-12
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2022-01-15,50.0,KG,2022-01
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2022-02-15,60.0,KG,2022-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2023-01-15,66.66665,KG,2023-01
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2023-04-15,87.5,KG,2023-04
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2023-05-15,80.0,KG,2023-05
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2023-06-15,80.0,KG,2023-06
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2023-07-15,90.0,KG,2023-07
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2023-09-15,60.0,KG,2023-09
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2023-10-15,90.0,KG,2023-10
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2023-11-15,78.125,KG,2023-11
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2023-12-15,60.0,KG,2023-12
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2024-01-15,65.0,KG,2024-01
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2024-03-15,90.0,KG,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2024-04-15,60.0,KG,2024-04
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2024-05-15,65.0,KG,2024-05
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2024-07-15,80.0,KG,2024-07
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2024-10-15,60.0,KG,2024-10
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2024-11-15,60.0,KG,2024-11
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2024-12-15,55.0,KG,2024-12
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2025-02-15,70.0,KG,2025-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2025-03-15,85.0,KG,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2025-08-15,80.0,KG,2025-08
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2025-09-15,60.0,KG,2025-09
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2025-10-15,60.0,KG,2025-10
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2025-11-15,62.592567,KG,2025-11
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2025-12-15,69.5822,KG,2025-12
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2026-01-15,62.298,KG,2026-01
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2026-02-15,64.2291,KG,2026-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2026-03-15,67.9667,KG,2026-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2026-04-15,65.7757,KG,2026-04
Rift Valley,Turkana,Mogadishu (Kakuma),Maize,Retail,2026-05-15,62.8619,KG,2026-05
Rift Valley,Turkana,Mogadishu (Kakuma),"Maize (white, dry)",Retail,2024-03-15,79.0,KG,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),"Maize (white, dry)",Retail,2024-06-15,66.0,KG,2024-06
Rift Valley,Turkana,Mogadishu (Kakuma),"Maize (white, dry)",Retail,2024-09-15,53.0,KG,2024-09
Rift Valley,Turkana,Mogadishu (Kakuma),"Maize (white, dry)",Retail,2025-03-15,74.0,KG,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),"Maize (white, dry)",Retail,2025-06-15,70.0,KG,2025-06
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2021-02-15,70.0,KG,2021-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2021-03-15,69.166666,KG,2021-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2021-04-15,70.0,KG,2021-04
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2021-05-15,70.0,KG,2021-05
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2021-06-15,70.0,KG,2021-06
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2021-07-15,63.636361,KG,2021-07
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2021-08-15,68.333333,KG,2021-08
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2021-09-15,68.75,KG,2021-09
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2021-12-15,62.5,KG,2021-12
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2022-01-15,70.0,KG,2022-01
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2022-02-15,70.0,KG,2022-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-01-15,100.0,KG,2023-01
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-02-15,100.0,KG,2023-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-04-15,100.0,KG,2023-04
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-05-15,120.0,KG,2023-05
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-06-15,120.0,KG,2023-06
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-07-15,115.0,KG,2023-07
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-09-15,100.0,KG,2023-09
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-10-15,110.0,KG,2023-10
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-11-15,102.291673,KG,2023-11
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2023-12-15,92.000008,KG,2023-12
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-01-15,95.0,KG,2024-01
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-02-15,100.0,KG,2024-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-03-15,55.0,KG,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-04-15,85.0,KG,2024-04
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-05-15,92.5,KG,2024-05
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-07-15,80.0,KG,2024-07
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-08-15,90.0,KG,2024-08
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-09-15,80.0,KG,2024-09
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-10-15,70.0,KG,2024-10
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-11-15,85.0,KG,2024-11
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2024-12-15,77.5,KG,2024-12
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2025-02-15,90.0,KG,2025-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2025-03-15,86.6667,KG,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2025-06-15,100.0,KG,2025-06
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2025-08-15,90.0,KG,2025-08
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2025-09-15,83.3333,KG,2025-09
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2025-10-15,90.0,KG,2025-10
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2025-11-15,84.166665,KG,2025-11
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2025-12-15,78.5267,KG,2025-12
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2026-01-15,83.6866,KG,2026-01
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2026-02-15,86.3408,KG,2026-02
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2026-03-15,74.2344,KG,2026-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2026-04-15,81.9327,KG,2026-04
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour,Retail,2026-05-15,90.4529,KG,2026-05
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour (white),Retail,2024-03-15,103.0,KG,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour (white),Retail,2024-06-15,93.0,KG,2024-06
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour (white),Retail,2024-09-15,73.0,KG,2024-09
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour (white),Retail,2025-03-15,87.0,KG,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),Maize flour (white),Retail,2025-06-15,93.0,KG,2025-06
Rift Valley,Turkana,Mogadishu (Kakuma),"Oil (vegetable, fortified)",Retail,2024-03-15,254.0,L,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),"Oil (vegetable, fortified)",Retail,2024-06-15,267.0,L,2024-06
Rift Valley,Turkana,Mogadishu (Kakuma),"Oil (vegetable, fortified)",Retail,2024-09-15,250.0,L,2024-09
Rift Valley,Turkana,Mogadishu (Kakuma),"Oil (vegetable, fortified)",Retail,2025-03-15,291.0,L,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),"Oil (vegetable, fortified)",Retail,2025-06-15,300.0,L,2025-06
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2021-02-15,200.0,L,2021-02
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2021-03-15,208.333333,L,2021-03
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2021-04-15,215.961537,L,2021-04
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2021-05-15,204.44444,L,2021-05
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2021-06-15,212.352943,L,2021-06
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2021-07-15,231.818193,L,2021-07
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2021-08-15,220.0,L,2021-08
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2021-09-15,220.0,L,2021-09
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2021-12-15,240.0,L,2021-12
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2022-01-15,290.625008,L,2022-01
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2022-02-15,251.923089,L,2022-02
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-01-15,284.16665,L,2023-01
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-02-15,360.0,L,2023-02
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-04-15,275.0,L,2023-04
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-05-15,250.0,L,2023-05
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-06-15,280.0,L,2023-06
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-07-15,225.0,L,2023-07
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-09-15,250.0,L,2023-09
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-10-15,300.0,L,2023-10
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-11-15,287.500005,L,2023-11
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2023-12-15,257.000002,L,2023-12
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-01-15,250.0,L,2024-01
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-02-15,300.0,L,2024-02
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-03-15,300.0,L,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-04-15,250.0,L,2024-04
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-05-15,262.5,L,2024-05
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-07-15,250.0,L,2024-07
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-08-15,225.0,L,2024-08
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-09-15,250.0,L,2024-09
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-10-15,250.0,L,2024-10
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-11-15,295.0,L,2024-11
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2024-12-15,307.5,L,2024-12
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2025-02-15,326.6667,L,2025-02
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2025-03-15,316.6667,L,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2025-06-15,300.0,L,2025-06
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2025-08-15,270.0,L,2025-08
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2025-09-15,293.3333,L,2025-09
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2025-10-15,300.0,L,2025-10
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2025-11-15,290.277775,L,2025-11
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2025-12-15,276.6798,L,2025-12
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2026-01-15,274.4459,L,2026-01
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2026-02-15,272.7253,L,2026-02
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2026-03-15,271.4002,L,2026-03
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2026-04-15,270.3796,L,2026-04
Rift Valley,Turkana,Mogadishu (Kakuma),Oil (vegetable),Retail,2026-05-15,269.5935,L,2026-05
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2021-02-15,110.0,KG,2021-02
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2021-03-15,116.666666,KG,2021-03
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2021-04-15,104.038462,KG,2021-04
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2021-05-15,100.0,KG,2021-05
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2021-06-15,111.470584,KG,2021-06
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2021-07-15,110.909083,KG,2021-07
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2021-08-15,95.0,KG,2021-08
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2021-09-15,107.5,KG,2021-09
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2021-12-15,110.0,KG,2021-12
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2022-01-15,103.749996,KG,2022-01
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2022-02-15,132.692308,KG,2022-02
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-01-15,147.5,KG,2023-01
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-02-15,170.0,KG,2023-02
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-04-15,160.0,KG,2023-04
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-05-15,180.0,KG,2023-05
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-06-15,160.0,KG,2023-06
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-07-15,165.0,KG,2023-07
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-09-15,190.0,KG,2023-09
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-10-15,150.0,KG,2023-10
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-11-15,184.375006,KG,2023-11
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2023-12-15,192.999997,KG,2023-12
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-01-15,185.0,KG,2024-01
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-02-15,220.0,KG,2024-02
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-03-15,185.0,KG,2024-03
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-04-15,160.0,KG,2024-04
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-05-15,167.5,KG,2024-05
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-07-15,165.0,KG,2024-07
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-08-15,190.0,KG,2024-08
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-09-15,180.0,KG,2024-09
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-10-15,120.0,KG,2024-10
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-11-15,165.0,KG,2024-11
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2024-12-15,145.0,KG,2024-12
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2025-02-15,166.6667,KG,2025-02
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2025-03-15,183.3333,KG,2025-03
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2025-06-15,200.0,KG,2025-06
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2025-08-15,110.0,KG,2025-08
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2025-09-15,150.0,KG,2025-09
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2025-10-15,100.0,KG,2025-10
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2025-11-15,138.888897,KG,2025-11
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2025-12-15,141.4489,KG,2025-12
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2026-01-15,141.3101,KG,2026-01
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2026-02-15,141.1822,KG,2026-02
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2026-03-15,141.0636,KG,2026-03
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2026-04-15,140.9538,KG,2026-04
Rift Valley,Turkana,Mogadishu (Kakuma),Rice,Retail,2026-05-15,140.8519,KG,2026-05
Coast,Mombasa,Moroto (Mombasa),Beans (dry),Retail,2021-03-15,102.999997,KG,2021-03
Coast,Mombasa,Moroto (Mombasa),Beans (dry),Retail,2021-04-15,113.977274,KG,2021-04
Coast,Mombasa,Moroto (Mombasa),Beans (dry),Retail,2021-08-15,106.6666,KG,2021-08
Coast,Mombasa,Moroto (Mombasa),Beans (dry),Retail,2021-09-15,100.0,KG,2021-09
Coast,Mombasa,Moroto (Mombasa),Beans (dry),Retail,2021-10-15,113.3333,KG,2021-10
Coast,Mombasa,Moroto (Mombasa),Beans (dry),Retail,2021-11-15,100.0,KG,2021-11
